AthleteName	Graduation	BeltColor	BeltDegree	Academy	Federation	FederationAbbr
Alexandre Zaneti Arantes	Black Belt	Black		Universidade da Luta de Goiás	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alexandro da Silva Gonzaga	Black Belt First Degre	Black	1	Gracie Barra Salvador-BA	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alexey da Cruz Pickerell	Black Belt Fourth Degree	Black	4	New England United BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Alexey Filipenko	Black Belt	Black		Filipenko BJJ	International Brazilian Jiu-Jitsu Federation	IBJJF
Alexis-Wenceslas Sztrakoniczky	Black Belt	Black		Checkmat Reunion	International Brazilian Jiu-Jitsu Federation	IBJJF
Alexsandro Barbosa Agostinho	Black Belt	Black		CheckMat	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alexsandro Chaves da Silva	Black Belt Third Degree	Black	3	BD Team BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alexsandro da Silva Corrêa	Black Belt	Black		Team Ivan Leal	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alexsandro de Melo Miranda	Black Belt Fourth Degree	Black	4	Sandro Melo Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alexsandro Gomes Ferreira	Black Belt Second Degree	Black	2	Carlson Gracie Clube	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alexsandro Silva de Almeida	Black Belt Third Degree	Black	3	GFTeam Porto - Paranhos	Federação Portuguesa de Jiu-Jitsu Brasileiro	FPJJB
Alexssander Pinto Constantino	Black Belt	Black		Constantino Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alfonso Torregrossa  (Banido)	Black Belt Second Degree	Black	2	League Jiu-Jitsu Italy	International Brazilian Jiu-Jitsu Federation	IBJJF
Alfred Hogan	Black Belt	Black		Team Randori Martial Arts	United States Brazilian Jiu-Jitsu Federation	USBJJF
Alfred J. Tompkins	Black Belt	Black		Gracie Barra America	United States Brazilian Jiu-Jitsu Federation	USBJJF
Alfredo Di Piero Roesler	Black Belt	Black		Kronos BJJ HQ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Alfredo Hannas Neto	Black Belt	Black		Gracie Barra Belo Horizonte - MG	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alfredo Marques da Silva Neto	Red and White Belt Eighth Degree	Red and White	8	Dojo Mestre Alfredo Marques	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alfredo Martins Neto	Black Belt	Black		Otávio de Almeida	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alfredo Vasconcelos Barum	Black Belt Third Degree	Black	3	BJJ Revolution Team	United States Brazilian Jiu-Jitsu Federation	USBJJF
Algimants Kontauts	Black Belt First Degre	Black	1	Gracie Barra Paço de Arcos	Federação Portuguesa de Jiu-Jitsu Brasileiro	FPJJB
Ali Nasser Huda	Black Belt Second Degree	Black	2	Julio Secco	Confederação Brasileira de Jiu-Jitsu	CBJJ
Ali Seena E. A. Munfaradi	Black Belt First Degre	Black	1	Alliance International	International Brazilian Jiu-Jitsu Federation	IBJJF
Aline Neres Conceição	Black Belt	Black		Gracie Barra Hornsby	International Brazilian Jiu-Jitsu Federation	IBJJF
Alisson Ferreira Reis	Black Belt Second Degree	Black	2	Leão Dourado	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alisson Rian Barni Zanon	Black Belt Second Degree	Black	2	Nova União	Confederação Brasileira de Jiu-Jitsu	CBJJ
Allan Araújo Cardoso	Black Belt	Black		Coalizão Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Allan Carlos de Medeiros Machado	Black Belt	Black		CheckMat USA	United States Brazilian Jiu-Jitsu Federation	USBJJF
Allan Jefferson Ruivo Batista	Black Belt	Black		Double Five Tijuca	Confederação Brasileira de Jiu-Jitsu	CBJJ
Allan Patrick Pellegrini Kell	Black Belt Second Degree	Black	2	Guigo JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Allan Santos de Oliveira	Black Belt	Black		Scorpyon Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Allen Mohler	Black Belt Fourth Degree	Black	4	Alliance Atlanta	United States Brazilian Jiu-Jitsu Federation	USBJJF
Allyson Marques Pinheiro	Black Belt Third Degree	Black	3	G13 BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Almansor Vaz	Black Belt Third Degree	Black	3	Zenith BJJ - USA	United States Brazilian Jiu-Jitsu Federation	USBJJF
Almério Augusto Cabral dos Anjos de Castro e Costa	Black Belt	Black		All Brothers Amazon Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Almir Itajahy de Moraes	Black Belt Third Degree	Black	3	Anaconda Brazilian Jiu -Jitsu SLU	International Brazilian Jiu-Jitsu Federation	IBJJF
Almir Marcelo Oliveira Viana	Black Belt Second Degree	Black	2	Clube Orley Lobato	Confederação Brasileira de Jiu-Jitsu	CBJJ
Almir Rogerio Dos Santos	Black Belt Second Degree	Black	2	Ogawa Jiu-Jitsu	Japan Brazilian Jiu-Jitsu Federation	JBJJF
Almiro Barros dos Santos	Black Belt Third Degree	Black	3	Evolve MMA	International Brazilian Jiu-Jitsu Federation	IBJJF
Altinezio Ribeiro Gonçalves Oliveira	Black Belt	Black		Caveirinha Jiu-Jitsu Family	Confederação Brasileira de Jiu-Jitsu	CBJJ
Aluizio Honório Moizinho Júnior	Black Belt	Black		Ares BJJ Livermore	United States Brazilian Jiu-Jitsu Federation	USBJJF
Alvaro Alexandre Francescon	Black Belt	Black		Gracie Barra Francisco Beltrão	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alvaro Augusto Oliveira Ramos	Black Belt Fourth Degree	Black	4	Brazilian Top Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alvaro Claudio de Mello Barreto	Red Belt Ninth Degree	Red	9	Barreto Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alvaro Enrico Fernandez Ribeiro	Black Belt	Black		Frontline Academy	International Brazilian Jiu-Jitsu Federation	IBJJF
Alvaro Filipe Walter	Black Belt	Black		Rio Grappling Club	Confederação Brasileira de Jiu-Jitsu	CBJJ
Álvaro Fontes de Oliveira	Black Belt Second Degree	Black	2	SAS Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alvaro Gabriel Durante Sosa	Black Belt First Degre	Black	1	Gracie Barra Alagoas	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alvaro Mansor Guarçoni	Red and Black Belt Seventh Degree	Red and Black	7	Soul Fighters Tijuca Tenis Clube	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alvaro Marques de Oliveira	Black Belt	Black		Team Link Muriaé	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alvaro Robin Romano Jr.	Black Belt Sixth Degree	Black	6	Fabio Santos BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Alvaro Rodrigo Moreira Gomes	Black Belt	Black		Otávio de Almeida	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alvaro Rodrigo Santos Bobadilla	Black Belt Fourth Degree	Black	4	GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alvis Wayne Solis	Black Belt Fourth Degree	Black	4	Solis Martial Arts Club	United States Brazilian Jiu-Jitsu Federation	USBJJF
Alysson de Assis Silva	Black Belt First Degre	Black	1	Leão Dourado	Confederação Brasileira de Jiu-Jitsu	CBJJ
Alysson Vitor Feu de Oliveira	Black Belt	Black		G.A Fight Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Amal Amjahid	Black Belt	Black		PAT Academy Belgium	International Brazilian Jiu-Jitsu Federation	IBJJF
Amal B. Easton	Black Belt Fourth Degree	Black	4	Easton BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Amanda Monzo Mendes	Black Belt	Black		Winner Behring JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Amarildo Gomes Santos	Black Belt	Black		Academia Ass.Extremo Norte de Lutas	Confederação Brasileira de Jiu-Jitsu	CBJJ
Amauri do Espírito Santo dos Santos	Black Belt Sixth Degree	Black	6	Academia Brazuka Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Amaury Tovar Bitetti	Black Belt Sixth Degree	Black	6	Bitetti Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Amelio Arruda Camara	Red Belt Ninth Degree	Red	9	Academia Oriente JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Américo Leite Chaves Neto	Black Belt	Black		Gracie Barra Vila Maia Guarujá	Confederação Brasileira de Jiu-Jitsu	CBJJ
Amilcar Cipili	Black Belt Fourth Degree	Black	4	Gracie Humaita Las Vegas	United States Brazilian Jiu-Jitsu Federation	USBJJF
Amir Boaron	Black Belt First Degre	Black	1	Soul Fighter's Israel	International Brazilian Jiu-Jitsu Federation	IBJJF
Amir Mohamed Yafawi	Black Belt Second Degree	Black	2	Toronto BJJ	International Brazilian Jiu-Jitsu Federation	IBJJF
Ana Beatriz de Lima Félix	Black Belt First Degre	Black	1	Barbosa Jiu-Jitsu International	International Brazilian Jiu-Jitsu Federation	IBJJF
Ana Cláudia Dantas Gadelha	Black Belt Second Degree	Black	2	KMR BJJ Kimura International	United States Brazilian Jiu-Jitsu Federation	USBJJF
Ana Laura Gonçalves Cordeiro	Black Belt	Black		Gracie Barra Upland	United States Brazilian Jiu-Jitsu Federation	USBJJF
Ana Paula Condutta	Black Belt	Black		Soul Fighters/Clara Team BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Ana Paula dos Reis F. Teixeira	Black Belt	Black		Anibal Fight	Confederação Brasileira de Jiu-Jitsu	CBJJ
Ana Paula Ely de Sousa Zanolete	Black Belt	Black		Eddy North Fight	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anaue Pavanello	Black Belt	Black		Guigo JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson Batista da Silva	Black Belt First Degre	Black	1	Guigo JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson da Conceicao Fonseca	Black Belt First Degre	Black	1	Familia Bangu BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson D'Arc Ferreira	Black Belt	Black		Leão Dourado	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson de Souza Silva	Black Belt First Degre	Black	1	GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson Duarte de Oliveira	Black Belt First Degre	Black	1	Checkmat Manaíra	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson Fetter	Black Belt	Black		Sydney Jiu-Jitsu Academy / ZR Team	International Brazilian Jiu-Jitsu Federation	IBJJF
Anderson Gomes Pereira	Black Belt	Black		Gracie Humaita	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson Lima de Oliveira	Black Belt	Black		Dojo Irmãos Oliveira Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson Luis Alvarenga Nascimento	Black Belt	Black		Piu Jiu-Jitsu Team / Competition	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson Marques	Black Belt Third Degree	Black	3	Tree Brazilian Jiu-Jitsu	Japan Brazilian Jiu-Jitsu Federation	JBJJF
Anderson Marques Prazeres	Black Belt First Degre	Black	1	TJJ School	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson Martins dos Santos	Black Belt	Black		Vento Sul Saquarema Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson Monteiro Penin	Black Belt	Black		Carlson Gracie Leme	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson Pereira da Silva	Black Belt Second Degree	Black	2	Kullgam Competition	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson Rodrigues	Black Belt Fourth Degree	Black	4	Gracie Barra Trindade Florianópolis SC	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson Rodrigues Natalio	Black Belt	Black		Union World Fight Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson Santos de Barros	Black Belt Second Degree	Black	2	Tetris	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson Saturino de Oliveira	Black Belt	Black		Brazilian Power Team - Brazil	Confederação Brasileira de Jiu-Jitsu	CBJJ
Anderson Silverio da Silva	Black Belt Fourth Degree	Black	4	Brazil 021 School of Jiu-Jitsu	United States Brazilian Jiu-Jitsu Federation	USBJJF
Anderson Zucki	Black Belt First Degre	Black	1	Constrictor Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
André Barroso Pires	Black Belt	Black		Vencer Centro Esportivo Resgate	Confederação Brasileira de Jiu-Jitsu	CBJJ
André Bueno Azevedo	Black Belt Second Degree	Black	2	Núcleo JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Carvalho Monteiro	Black Belt Third Degree	Black	3	A-Force Brazilian Jiu-Jitsu	United States Brazilian Jiu-Jitsu Federation	USBJJF
Andre Carvalho Pinto	Black Belt Third Degree	Black	3	Kioto Brazilian Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
André Cristofoli	Black Belt Second Degree	Black	2	Academia ACBJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Cury	Black Belt	Black		Alliance International	International Brazilian Jiu-Jitsu Federation	IBJJF
Andre de Freitas Branco	Black Belt Third Degree	Black	3	DDR Jiu Jitsu	United States Brazilian Jiu-Jitsu Federation	USBJJF
Andre de Matos Macedo	Black Belt Fourth Degree	Black	4	Palms Sports	International Brazilian Jiu-Jitsu Federation	IBJJF
Andre de Souza Duarte	Black Belt First Degre	Black	1	Syon Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre dos Santos Joaquim	Black Belt First Degre	Black	1	Alliance JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
André Duarte	Black Belt	Black		Infight SP	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Fabiano Silva Barbosa	Black Belt First Degre	Black	1	Atos Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
André Felipe Paschoalin	Black Belt	Black		Zenith BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Fernandes	Black Belt First Degre	Black	1	Triton Fight Center	United States Brazilian Jiu-Jitsu Federation	USBJJF
Andre Ferreira Gomes	Black Belt	Black		Roger Gracie Academy	International Brazilian Jiu-Jitsu Federation	IBJJF
André Freitas de Castro	Black Belt Second Degree	Black	2	Qatar BJJ Brasil	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Galdino Figueira	Black Belt First Degre	Black	1	ZR Team Pernambuco	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Garcia Carvalho	Black Belt First Degre	Black	1	Evoluir	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Gomes Costa	Black Belt Fourth Degree	Black	4	Ribeiro Jiu-Jitsu Brasil	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Gomes Reis	Black Belt	Black		AMBJJ - Alex Martins Brazilian Jiu-Jitsu	United States Brazilian Jiu-Jitsu Federation	USBJJF
Andre Julio Franco de Sá Franco	Black Belt	Black		AJ Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Laport Ribeiro	Black Belt Third Degree	Black	3	Renzo Gracie Academy	United States Brazilian Jiu-Jitsu Federation	USBJJF
Andre Liberal Alves de Almeida	Black Belt	Black		Gracie Barra Simi Valley	United States Brazilian Jiu-Jitsu Federation	USBJJF
André Luis Américo Moreira	Black Belt	Black		Bogado Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Luis dos Santos Almeida	Black Belt Third Degree	Black	3	Gracie Barra Praia da Costa	Confederação Brasileira de Jiu-Jitsu	CBJJ
André Luis Monroy Ushirobira	Black Belt Fourth Degree	Black	4	Ushirobira JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Luis Silveira Crispin	Black Belt Sixth Degree	Black	6	Titanes BJJ	International Brazilian Jiu-Jitsu Federation	IBJJF
André Luis Tozoni	Black Belt Second Degree	Black	2	Syon Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Luis Vasconcellos	Black Belt Third Degree	Black	3	Carlson Gracie Team	United States Brazilian Jiu-Jitsu Federation	USBJJF
Andre Luiz de Oliveira da Silva	Black Belt	Black		Bullsfighters Escola de Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Luiz de Souza Vassouras	Black Belt First Degre	Black	1	Vassouras BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
André Luiz do Nascimento Ramos	Black Belt First Degre	Black	1	Cei Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Luiz Gomes Batista	Black Belt Third Degree	Black	3	Equipe GTT/IST	Confederação Brasileira de Jiu-Jitsu	CBJJ
André Luiz Gomes de Almeida	Black Belt Fourth Degree	Black	4	New England United BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Andre Luiz Leite	Black Belt Third Degree	Black	3	Andre Maneco BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Andre Luiz Leite Galvão	Black Belt Fourth Degree	Black	4	Atos Jiu Jitsu USA	United States Brazilian Jiu-Jitsu Federation	USBJJF
André Luiz Machado Fernandes	Black Belt Fourth Degree	Black	4	Gracie Barra America	United States Brazilian Jiu-Jitsu Federation	USBJJF
Andre Luiz Marins de Souza	Black Belt Second Degree	Black	2	Itaborai Top Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Luiz Martini de Castro Ferreira	Black Belt	Black		Andre Martini Brazilian Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
André Luiz Martins Mafetoni	Black Belt First Degre	Black	1	JFC Almeida JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Luiz Medeiros da Silva	Black Belt Second Degree	Black	2	Qatar BJJ Brasil	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Luiz Sampaio	Black Belt First Degre	Black	1	Gerson Jiu-Jitsu Academy	Confederação Brasileira de Jiu-Jitsu	CBJJ
André Luiz Soares	Black Belt Third Degree	Black	3	MG TEAM	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Luiz Vale de Maracaba	Black Belt Third Degree	Black	3	Maracaba BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Andre M. Medeiros	Black Belt	Black		Fenix BJJ Marlboro	United States Brazilian Jiu-Jitsu Federation	USBJJF
André MC Laughlin Glodzinski	Black Belt Fourth Degree	Black	4	Cia Paulista USA	United States Brazilian Jiu-Jitsu Federation	USBJJF
André Motta Marques	Black Belt Fifth Degree	Black	5	Vitor Shaolin BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
André Muniz de Aguiar	Black Belt First Degre	Black	1	Tata Team JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
André Rachadel	Black Belt Second Degree	Black	2	Gracie Barra São José SC	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Ramos Zavatini	Black Belt Second Degree	Black	2	GET-Fight Ireland	International Brazilian Jiu-Jitsu Federation	IBJJF
Andre Ribeiro da Cunha	Black Belt First Degre	Black	1	Atos Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Ricardo Petterin da Silva	Black Belt	Black		PSLPB Cicero Costha	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Sato de Lima	Black Belt First Degre	Black	1	Qatar BJJ	International Brazilian Jiu-Jitsu Federation	IBJJF
Andre Silva Santos Aota	Black Belt	Black		Barbosa Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andre Spyra	Black Belt First Degre	Black	1	Brazil Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
André Vinicius de Lima Lemes	Black Belt	Black		Equipe Mestre Wilson Jiu-Jitsu Australia	International Brazilian Jiu-Jitsu Federation	IBJJF
Andrea  Grassi	Black Belt	Black		Jiu-Jitsu Magenta	International Brazilian Jiu-Jitsu Federation	IBJJF
Andrea Baggio	Black Belt Second Degree	Black	2	Milanimal	International Brazilian Jiu-Jitsu Federation	IBJJF
Andrea Franciotti	Black Belt First Degre	Black	1	Fusion Academy	International Brazilian Jiu-Jitsu Federation	IBJJF
Andrea Lavaggi	Black Belt	Black		Rio Grappling Club Italia	International Brazilian Jiu-Jitsu Federation	IBJJF
Andrea Stoppa	Black Belt First Degre	Black	1	Tribe Jiu-Jitsu	International Brazilian Jiu-Jitsu Federation	IBJJF
Andrea Sue Iturrino	Black Belt	Black		Brigadeiro Brazilian Jiu-Jitsu USA	United States Brazilian Jiu-Jitsu Federation	USBJJF
Andrea Terranova	Black Belt	Black		Aeterna Jiu-Jitsu	International Brazilian Jiu-Jitsu Federation	IBJJF
Andrea Verdemare	Black Belt Second Degree	Black	2	Flow	International Brazilian Jiu-Jitsu Federation	IBJJF
Andreas Achniotis Perales	Black Belt First Degre	Black	1	Palestra Jiu-Jitsu	International Brazilian Jiu-Jitsu Federation	IBJJF
Andrei da Silva Barreto	Black Belt	Black		Palms Sports	International Brazilian Jiu-Jitsu Federation	IBJJF
Andrei Osti Andrezzo	Black Belt Fourth Degree	Black	4	Tetris	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andrei Rodrigo Agostinho	Black Belt Fourth Degree	Black	4	Barbosa Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andres Bernal Vega	Black Belt	Black		Renzo Gracie Mexico	International Brazilian Jiu-Jitsu Federation	IBJJF
Andres Esteban Legallais	Black Belt Fourth Degree	Black	4	Gracie Barra Santa Fe - Argentina	International Brazilian Jiu-Jitsu Federation	IBJJF
Andressa Lídia de Souza	Black Belt Second Degree	Black	2	Barbosa Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Andrew Calandrelli Jr.	Black Belt Third Degree	Black	3	Alliance Marcelo Garcia	United States Brazilian Jiu-Jitsu Federation	USBJJF
Andrew Campbell Grahn	Black Belt First Degre	Black	1	Pedro Sauer Team	United States Brazilian Jiu-Jitsu Federation	USBJJF
Andrew Glen Johnson	Black Belt	Black		Gracie Barra Oval	International Brazilian Jiu-Jitsu Federation	IBJJF
Andrew John Solheim	Black Belt Third Degree	Black	3	Cascade Jiu-Jitsu	United States Brazilian Jiu-Jitsu Federation	USBJJF
Andrew Paul Roberts	Black Belt	Black		Andy Roberts BJJ	International Brazilian Jiu-Jitsu Federation	IBJJF
Andrew Ryan	Black Belt Second Degree	Black	2	BJJ Revolution Team - International	International Brazilian Jiu-Jitsu Federation	IBJJF
Andrew S. Perkins	Black Belt First Degre	Black	1	Mat Chess MMA	United States Brazilian Jiu-Jitsu Federation	USBJJF
